Date,Time,Subsystem,Error Code,Error Text,Recovery Class,Major Function,Minor Function,Recommended Action,Root Cause,Times,Debug Text,Source File,
2019/09/05,20:19:37:746,POS,1050036, Front: FRT Larm AXIS MAIN ENCODER,DO, GantryAxis, Intermittent Motion Stop, Frt_Larm_AXIS_MAIN_ENCODER,0,0,  - mainEncoderDifferentialA,motion_control_task.c,5323,
2019/09/05,20:19:37:738,POS,1050002, Front: FRT BUDDY Larm AXIS ENABLE,DO, GantryAxis, No Motion, Frt_BUDDY_Larm_AXIS_ENABLE,0,0,   - disableFromBuddyN,motion_control_task.c,5067,
2019/09/05,20:19:37:646,POS,1050293, Front: FRT LARM AXIS BUDDY ERROR DETECTED,DO, GantryAxis, 0, Frt_Larm_AXIS_Buddy_Error,0,0,  - Axis Board : Buddy Error (T:0x4AB7 H:0 U:0) from Motion control error task.,saf_motionerrors.c,970,
2019/09/05,20:19:37:636,POS,1050131, Front: FRT Larm AXIS POT ENCODER FAILURE,DO, GantryAxis, 0, Frt_Larm_AXIS_POT_ENCODER_FAILURE,0,0, - Axis board, Encoder failure. Motion halted. (T:0x4ABC H:0 U:0x1000),saf_motionerrors.c,1266,
2019/09/05,14:13:04:218,DL ,2800036, Software problem during networking,DO, XRSubSysMgrDL, Network Transfer, Component(s)_Internal_Software,0,0,, 1206 : BROWSER_NETWORK_FAILED,dicomMergeMsg.cxx,1877,
2019/09/05,14:07:58:830,POS,1050173, CLEAR,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:731,POS,1050173, ARCNET INVALID CMD,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, - RECEIVED COMMAND FAILURE (T:0x0x4A00 H:9a U:0), Frontal Unknown Command.,Frontal_atlas_cmd_interpreter.c,1396,
2019/09/05,14:07:58:730,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:672,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:666,POS,1050148, CLEAR,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:639,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:595,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/09/05,14:07:58:585,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=9 name=TBL_LONG,Motion=631 mm or 1/10deg,motionMonitoring.c,550,
2019/09/05,14:07:58:575,POS,1050167, CLEAR,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0, (null),XRImChainPosFront,212,
2019/09/05,14:07:58:565,POS,1050167, Front: FRT 2ND LEVEL BUMP,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0,  - FRONTAL COLLISION SENSOR ACTIVATED. CLEAR AND TRY AGAIN (4AE6).,saf_safetytask.c,2069,
2019/09/05,14:07:58:555,POS,1050697, EMERGENCY BACKOUT POWER FAILURE,DO, Positioner Power, 0, Frt_Backout_power_or_cables,0,0,  - Emergency Backout Power Failure,poslayer.c,1073,
2019/09/05,14:07:58:545,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/09/05,14:07:58:535,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,   - ~The RACK is reset by task : SCHEDULER~~,lcmcchip.c,258,
2019/09/05,14:07:58:526,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,  - POS : CPU reset.,error_task.c,4011,
2019/09/05,14:07:58:526,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0, - Positioner CPU Boot Up (TT:2, ed3:0, tfd:1278 det:0.0.0),error_task.c,3997,
2019/09/05,09:58:14:390,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,136, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:58:09:375,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,135, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:58:04:359,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,134, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:59:343,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,133, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:54:328,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,132, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:49:296,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,131, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:44:281,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,130, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:39:265,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,129, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:34:250,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,128, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:29:234,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,127, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:24:218,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,126, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:19:203,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,125, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:14:187,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,124, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:09:171,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,123, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:57:04:140,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,122, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:59:125,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,121, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:54:109,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,120, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:49:093,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,119, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:44:078,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,118, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:39:062,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,117, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:34:046,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,116, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:29:031,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,115, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:24:015,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,114, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:18:984,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,113, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:13:968,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,112, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:08:953,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,111, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:56:03:937,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,110, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:58:921,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,109, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:53:906,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,108, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:48:890,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,107, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:43:875,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,106, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:38:859,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,105, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:33:843,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,104, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:28:828,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,103, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:23:812,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,102, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:18:796,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,101, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:13:765,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,100, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:08:750,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,99, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:55:03:734,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,98, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:58:718,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,97, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:53:703,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,96, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:48:687,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,95, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:43:671,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,94, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:38:656,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,93, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:33:640,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,92, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:28:625,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,91, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:23:593,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,90, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:18:531,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,89, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:13:515,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,88, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:08:500,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,87, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:54:03:468,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,86, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:58:453,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,85, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:53:437,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,84, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:48:421,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,83, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:43:406,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,82, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:38:375,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,81, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:33:359,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,80, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:28:343,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,79, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:23:328,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,78, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:18:312,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,77, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:13:296,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,76, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:08:281,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,75, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:53:03:265,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,74, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:58:250,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,73, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:53:234,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,72, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:48:203,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,71, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:43:187,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,70, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:38:156,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,69, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:33:140,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,68, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:28:125,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,67, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:23:109,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,66, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:18:093,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,65, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:13:078,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,64, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:08:062,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,63, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:52:03:046,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,62, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
2019/09/05,09:51:58:031,DL ,2810052, An asynchronous error has been detected by the IP,DO, XRSubSysMgrDL,(null), Component(s)_DL_Image_Processing_boards,0,61, CHECK FAILED -> cSbServerExt::getInstance().existingClient(*this) != 0,SbServerExt.cxx,379,
